,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费 
5710,5711,660008,农银沪深300指数A,2025-07-18,1.5756,1.5756,0.67,1.31,5.29,8.39,7.42,16.69,8.95,0.43,4.27,57.56,16.8063,0.12%
5711,5712,000756,建信潜力新蓝筹股票A,2025-07-18,3.279,3.279,0.61,4.96,8.18,7.83,10.4,16.69,-2.21,-17.24,11.27,227.9,16.0297,0.15%
5712,5713,002717,红塔红土盛隆灵活配置A,2025-07-18,1.3154,1.6954,0.19,0.8,4.52,9.64,4.77,16.69,8.27,-9.09,4.01,71.31,17.0076,0.10%
5713,5714,015573,华宝收益增长混合C,2025-07-18,7.1935,7.1935,0.6,0.1,5.39,7.51,4.73,16.69,-8.92,-18.77,2.68,-16.72,17.0817,0.00%
5714,5715,021623,天弘新兴产业混合发起A,2025-07-18,1.167,1.167,-0.01,3.69,7.9,10.75,13.02,16.69,,,12.02,16.7,,0.15%
5715,5716,010693,华夏核心价值混合C,2025-07-18,0.6519,0.6519,0.2,2.63,5.42,11.68,11.08,16.68,-3.34,-7.23,9.29,-34.81,18.0551,0.00%
5716,5717,020754,华夏中证智选300成长创新策略ETF发起式联接C,2025-07-18,1.1673,1.1673,0.72,1.06,4.35,8.4,7.67,16.68,,,5.73,16.73,16.5552,0.00%
5717,5718,000014,华夏聚利债券A,2025-07-18,1.901,1.901,-0.02,0.65,3.87,5.8,7.03,16.67,5.73,5.2,7.6,90.1,17.0062,0.06%
5718,5719,530020,建信转债增强债券A,2025-07-18,3.199,3.199,0.22,0.82,2.96,6.14,5.51,16.67,5.65,-7.92,6.74,219.9,17.2224,0.08%
5719,5720,010020,华夏线上经济主题精选混合,2025-07-18,0.797,0.797,0.45,1.5,3.95,6.28,7.79,16.66,3.64,3.51,6.89,-20.3,17.0166,0.15%
5720,5721,006252,永赢消费主题A,2025-07-18,1.805,1.805,0.0,1.69,3.84,14.71,11.39,16.65,-18.59,-43.36,12.99,80.5,17.2763,0.15%
5721,5722,011203,永赢惠添益混合A,2025-07-18,0.6564,0.6564,0.64,-0.26,3.94,3.01,8.19,16.65,-8.52,-24.33,2.64,-34.36,19.3021,0.15%
5722,5723,012892,安信优质企业三年持有混合A,2025-07-18,0.854,0.854,1.04,3.64,4.8,8.53,9.26,16.65,1.03,-13.62,6.5,-14.6,16.3012,0.15%
5723,5724,021217,华宝中证A50ETF发起式联接C,2025-07-18,1.1777,1.1777,0.92,0.93,4.65,6.92,6.87,16.65,,,3.72,17.77,16.604,0.00%
5724,5725,750005,安信平稳增长混合发起A,2025-07-18,1.4606,1.9406,0.59,0.59,3.24,4.57,4.53,16.64,6.78,8.76,3.09,109.05,17.1009,0.15%
5725,5726,011357,华泰柏瑞品质成长混合A,2025-07-18,0.6442,0.6442,-0.36,4.49,5.71,14.06,6.69,16.64,0.12,-15.72,6.73,-35.58,18.3321,0.15%
5726,5727,162006,长城久富混合(LOF)A,2025-07-18,1.2784,4.9158,-0.13,2.86,5.43,12.93,9.02,16.63,-7.23,-24.7,8.95,290.05,17.5756,0.15%
5727,5728,007538,永赢沪深300ETF发起联接A,2025-07-18,1.2444,1.3944,0.67,1.29,5.52,8.86,8.04,16.63,10.43,2.57,4.92,41.25,16.7355,0.10%
5728,5729,010746,富安达长三角区域主题混合A,2025-07-18,0.9185,0.9185,-0.02,0.72,3.62,13.28,17.08,16.63,-14.55,-13.9,28.32,-8.15,17.2453,0.15%
5729,5730,013435,大成景气精选六个月持有混合A,2025-07-18,0.9578,0.9578,1.46,0.92,4.13,14.23,15.8,16.63,13.35,3.73,23.14,-4.22,19.98,0.15%
5730,5731,008866,博时产业新趋势混合A,2025-07-18,1.1236,1.1236,0.8,0.81,3.84,8.31,8.36,16.63,17.7,9.02,5.39,12.36,17.8643,0.15%
5731,5732,019247,鹏华易选积极3个月持有期混合(FOF)A,2025-07-16,1.2338,1.2338,0.19,0.97,2.41,8.89,13.74,16.63,,,11.36,23.38,,0.12%
5732,5733,206007,鹏华消费优选混合,2025-07-18,3.115,3.115,-0.57,1.07,3.97,8.65,12.17,16.62,0.65,-19.15,9.99,211.5,17.37,0.15%
5733,5734,200113,长城积极增利债券C,2025-07-18,1.4798,1.6702,0.08,0.96,4.46,8.48,8.19,16.62,10.18,2.55,9.61,74.01,16.9433,0.00%
5734,5735,160133,南方天元新产业股票(LOF),2025-07-18,3.4519,3.4519,0.29,1.4,5.91,10.26,7.5,16.62,2.8,-8.1,7.25,245.19,17.1486,0.15%
5735,5736,012520,大成核心趋势混合C,2025-07-18,1.1165,1.1165,1.4,0.87,3.72,14.04,15.52,16.62,13.13,2.31,22.85,11.65,19.8733,0.00%
5736,5737,018418,广发碳中和主题混合发起式A,2025-07-18,1.174,1.174,-0.45,-0.87,10.65,19.12,13.11,16.62,,,11.63,17.4,,0.15%
5737,5738,012855,英大中证ESG120策略指数C,2025-07-18,1.0798,1.0798,0.66,1.34,4.97,9.05,9.0,16.61,11.63,2.44,5.9,7.98,16.8615,0.00%
5738,5739,018827,鑫元科技创新混合A,2025-07-18,0.8937,0.8937,-0.36,2.35,2.88,5.13,0.34,16.61,,,3.2,-10.63,16.0348,0.12%
5739,5740,202211,南方中证A100ETF联接A,2025-07-18,1.5157,1.9917,0.85,1.17,5.21,7.72,7.66,16.6,10.65,1.2,4.58,132.87,16.736,0.12%
5740,5741,009620,博时女性消费主题混合C,2025-07-18,0.7152,0.7706,0.08,-0.31,0.34,8.12,12.17,16.6,2.01,-10.87,9.11,-25.12,16.4821,0.00%
5741,5742,010990,南方中证申万有色金属ETF发起联接E,2025-07-18,1.194,1.194,2.32,1.88,6.69,14.91,13.95,16.6,12.2,-5.74,20.96,23.26,19.7833,0.00%
5742,5743,005984,兴业聚华混合A,2025-07-18,1.4691,1.5411,0.33,1.41,2.29,4.91,5.61,16.59,20.75,20.04,6.44,55.86,16.5582,0.10%
5743,5744,001180,广发医药卫生联接A,2025-07-18,0.8466,0.8466,0.98,3.57,7.42,13.27,15.88,16.58,-5.47,-17.04,10.99,-15.34,15.4664,0.12%
5744,5745,007047,长城核心优势混合A,2025-07-18,1.2817,1.3317,0.85,6.12,6.52,13.31,20.19,16.58,0.1,-18.68,22.03,34.54,17.1144,0.15%
5745,5746,011820,兴业兴智一年持有期混合A,2025-07-18,0.756,0.756,0.56,1.64,4.41,4.49,11.37,16.58,2.54,-14.46,10.75,-24.4,17.0098,0.15%
5746,5747,001550,天弘中证医药100A,2025-07-18,0.8273,0.8273,0.58,3.53,7.07,12.1,15.42,16.57,-2.09,-10.81,11.09,-17.27,15.6254,0.10%
5747,5748,167702,德邦量化优选股票(LOF)A,2025-07-18,1.1434,1.3534,0.6,0.69,4.41,8.85,10.23,16.57,-10.76,-13.05,7.9,30.48,17.0317,0.12%
5748,5749,009488,中邮价值精选混合A,2025-07-18,0.9516,0.9516,0.62,5.04,9.4,15.04,2.94,16.57,-3.4,-25.86,5.18,-4.84,17.9036,0.15%
5749,5750,501029,华宝标普中国A股红利机会ETF联接A(LOF),2025-07-18,1.7163,1.8059,0.42,-0.28,3.1,9.94,10.81,16.56,26.59,33.81,7.05,83.05,18.4644,0.10%
5750,5751,021476,银河ESG主题混合发起式A,2025-07-18,1.1665,1.1665,0.48,1.9,4.69,11.24,12.27,16.56,,,11.4,16.65,16.4986,0.15%
5751,5752,010404,博道盛利6个月持有期混合,2025-07-18,1.0964,1.0964,0.11,0.47,2.52,4.68,5.04,16.55,9.5,11.42,4.46,9.64,16.7874,0.10%
5752,5753,011461,鹏华创新成长混合C,2025-07-18,0.5831,0.5831,0.97,3.52,8.06,9.77,9.05,16.55,-9.19,-29.3,12.07,-41.69,15.8323,0.00%
5753,5754,004374,华泰保兴吉年丰混合发起A,2025-07-18,1.844,1.939,0.51,-0.08,5.69,15.13,2.79,16.54,-5.26,-24.46,2.58,100.43,14.307,0.15%
5754,5755,017937,易方达中证医疗ETF联接发起式A,2025-07-18,0.761,0.761,0.82,1.93,7.41,11.91,11.94,16.54,-13.95,,6.91,-23.9,15.373,0.12%
5755,5756,002035,安信平稳增长混合发起C,2025-07-18,1.4477,1.9277,0.6,0.59,3.23,4.54,4.47,16.53,6.57,8.46,3.03,43.73,16.9859,0.00%
5756,5757,009114,鹏扬景泓回报灵活配置混合A,2025-07-18,0.8227,0.9697,0.44,0.72,3.38,5.92,5.88,16.53,6.35,-11.47,4.07,-5.97,17.2438,0.15%
5757,5758,020493,富达悦享红利优选混合A,2025-07-18,1.1273,1.1493,0.7,3.03,9.06,19.87,18.16,16.53,,,17.21,15.07,,0.15%
5758,5759,378006,摩根全球新兴市场混合(QDII),2025-07-17,1.293,1.3919,0.45,1.44,3.08,16.99,17.16,16.52,23.2,41.78,17.72,40.78,,0.16%
5759,5760,008254,华宝致远混合(QDII)C,2025-07-18,1.1405,1.1405,0.16,3.17,8.48,31.8,3.03,16.52,38.24,14.16,6.02,14.05,15.8338,0.00%
5760,5761,012652,易方达优势领航六个月持有混合(FOF)A,2025-07-18,0.9576,0.9576,0.08,4.63,9.73,16.65,12.01,16.52,1.86,-7.28,10.4,-4.24,17.066,0.12%
5761,5762,017345,华商嘉悦平衡养老目标三年持有混合发起(FOF)Y,2025-07-16,1.079,1.079,0.17,1.89,2.95,9.47,11.66,16.52,4.62,,10.19,4.55,,0.00%
5762,5763,019162,汇添富中证800价值ETF发起式联接A,2025-07-18,1.2725,1.2725,0.57,-0.06,4.47,8.53,8.16,16.52,,,5.03,27.25,17.552,0.10%
5763,5764,016378,太平消费升级一年持有A,2025-07-18,0.9112,0.9112,0.1,2.42,2.58,7.68,9.89,16.51,-5.63,,9.24,-8.88,17.1811,0.15%
5764,5765,007539,永赢沪深300ETF发起联接C,2025-07-18,1.2361,1.3861,0.68,1.29,5.51,8.83,7.98,16.51,10.21,2.27,4.87,40.37,16.6242,0.00%
5765,5766,015462,天弘云端生活优选混合C,2025-07-18,0.9005,0.9005,-0.17,0.77,1.75,7.01,6.08,16.51,2.14,-15.35,6.58,-9.95,16.5093,0.00%
5766,5767,000757,华富智慧城市灵活配置混合A,2025-07-18,0.978,1.178,0.56,8.07,11.38,14.88,1.93,16.5,-14.66,-36.16,1.26,8.43,17.0136,0.15%
5767,5768,001018,易方达新经济混合,2025-07-18,3.623,3.623,-1.06,2.96,7.48,15.46,12.97,16.5,0.3,-10.96,11.31,262.3,16.3829,0.15%
5768,5769,019551,东海消费臻选混合发起式A,2025-07-18,1.0497,1.0497,-0.09,-0.86,-4.02,3.13,5.37,16.5,,,4.12,4.97,17.3767,0.15%
5769,5770,519642,银河智造混合A,2025-07-18,2.402,2.402,-0.46,1.52,7.18,9.63,3.76,16.49,-6.14,-29.35,3.0,140.2,16.0947,0.15%
5770,5771,163810,中银价值混合A,2025-07-18,2.791,2.811,0.61,0.87,5.88,6.65,5.76,16.49,-1.83,-2.72,3.22,184.43,16.3887,0.15%
5771,5772,009596,泰康创新成长混合A,2025-07-18,0.9707,0.9707,-0.32,2.31,6.95,8.07,10.47,16.49,4.45,-1.36,9.18,-2.93,17.4045,0.15%
5772,5773,012868,易方达标普信息科技指数(QDII-LOF)C(人民币),2025-07-17,5.3089,5.3089,0.74,1.75,8.78,33.33,10.51,16.49,54.21,116.73,10.31,95.55,,0.00%
5773,5774,012879,中信建投量化精选6个月持有混合C,2025-07-18,0.8341,0.8341,0.51,0.96,5.41,10.24,9.75,16.49,4.46,-4.97,7.4,-16.59,17.116,0.00%
5774,5775,013853,大成匠心卓越三年持有混合A,2025-07-18,1.4022,1.4022,0.29,1.06,0.6,4.62,6.3,16.49,20.62,41.44,6.03,40.22,16.85,0.15%
5775,5776,015217,鹏扬成长领航混合A,2025-07-18,0.9213,0.9213,0.83,0.2,2.74,-0.89,7.74,16.49,-1.18,,4.09,-7.87,17.2734,0.15%
5776,5777,018044,天弘纳斯达克100指数发起(QDII)C,2025-07-18,1.6888,1.6888,-0.01,1.18,5.41,23.59,6.52,16.49,35.49,,8.57,68.88,15.7664,0.00%
5777,5778,001885,中欧新蓝筹混合E,2025-07-18,2.0059,3.5974,0.47,5.77,11.02,18.26,16.53,16.48,6.83,-3.45,15.67,139.8,17.0372,0.15%
5778,5779,166002,中欧新蓝筹混合A,2025-07-18,1.9971,3.5743,0.46,5.77,11.02,18.26,16.53,16.48,6.83,-3.46,15.66,572.43,17.0359,0.15%
5779,5780,006293,华泰MSCI中国A股联接C,2025-07-18,1.353,1.747,0.67,1.2,5.32,8.23,7.42,16.48,7.89,-1.63,4.2,72.17,16.7587,0.00%
5780,5781,011901,南方竞争优势混合A,2025-07-18,0.9356,0.9356,0.5,2.12,6.48,9.99,8.64,16.48,0.0,-7.15,8.27,-6.44,16.8624,0.15%
5781,5782,012968,广发行业严选三年持有期混合C,2025-07-18,0.5219,0.5219,0.04,-0.11,4.09,7.7,4.34,16.47,-7.14,-42.69,3.1,-47.81,14.4016,0.00%
5782,5783,000746,招商行业精选股票基金,2025-07-18,4.536,4.536,0.49,0.15,1.86,1.41,5.81,16.46,41.71,38.89,5.54,353.6,17.6654,0.15%
5783,5784,007674,工银产业升级股票A,2025-07-18,1.1138,1.1138,0.22,2.39,5.6,11.28,6.96,16.46,-12.68,-20.33,8.59,11.38,20.6456,0.15%
5784,5785,012854,英大中证ESG120策略指数A,2025-07-18,1.0386,1.0386,0.67,1.35,4.96,9.04,9.02,16.46,11.56,2.47,5.9,3.86,16.6966,0.08%
5785,5786,002987,广发沪深300ETF联接C,2025-07-18,1.5335,2.0565,0.67,1.29,5.42,8.61,7.52,16.45,9.05,0.31,4.38,45.47,16.5799,0.00%
5786,5787,008315,摩根慧选成长股票C,2025-07-18,1.2402,1.2402,0.29,5.63,8.21,13.38,13.61,16.45,7.67,-15.45,12.9,24.02,17.6437,0.00%
5787,5788,010285,长城价值成长六个月持有期混合C,2025-07-18,0.6314,0.6314,0.57,2.7,4.83,10.85,12.17,16.45,-13.55,-31.49,10.38,-36.86,16.2585,0.00%
5788,5789,012238,工银养老产业股票C,2025-07-18,1.494,1.494,1.15,4.77,8.34,10.34,16.08,16.45,-5.5,-16.11,14.57,-31.75,15.6347,0.00%
5789,5790,003876,华宝沪深300指数增强A,2025-07-18,1.5008,1.7398,0.53,1.1,5.21,8.77,7.78,16.45,10.31,-2.1,4.97,78.47,16.812,0.12%
5790,5791,014222,汇添富核心优选六个月持有混合(FOF)A,2025-07-16,0.9919,0.9919,0.06,2.35,4.16,10.02,11.19,16.45,1.46,,9.93,-0.81,,0.12%
5791,5792,006221,工银上证50ETF联接C,2025-07-18,1.3098,1.3098,0.84,0.66,4.62,5.75,8.75,16.44,15.38,5.17,5.04,30.98,16.8108,0.00%
5792,5793,007043,前海联合泓鑫混合C,2025-07-18,2.4422,2.7032,0.38,0.89,4.81,8.02,9.24,16.44,5.24,-10.77,8.97,154.29,18.4097,0.00%
5793,5794,013050,兴业能源革新股票C,2025-07-18,0.7466,0.7466,-0.09,2.12,5.53,8.38,1.66,16.44,-6.14,-14.19,2.91,-25.34,16.2023,0.00%
5794,5795,020513,富国深证50ETF发起式联接A,2025-07-18,1.2628,1.2628,0.44,2.27,7.03,11.58,6.78,16.44,,,3.35,26.28,16.5052,0.12%
5795,5796,610006,信澳产业升级混合A,2025-07-18,1.538,2.008,-0.52,8.39,9.47,23.14,-6.11,16.43,-21.05,-48.29,-2.66,119.81,17.315,0.15%
5796,5797,519011,海富通精选混合,2025-07-18,0.5148,4.7136,0.31,0.04,-1.02,1.84,-0.87,16.43,-1.61,-15.87,-1.59,703.49,17.4488,0.15%
5797,5798,860053,光大阳光启明星创新驱动主题混合C,2025-07-18,0.6916,0.8221,0.06,3.42,4.92,8.27,8.9,16.43,-12.79,-18.96,7.68,-21.81,16.0597,0.00%
5798,5799,010481,汇添富高质量成长精选2年持有混合,2025-07-18,0.5031,0.5031,0.6,3.07,4.25,10.72,12.17,16.43,2.44,-25.29,12.2,-49.69,17.6017,0.15%
5799,5800,630002,华商盛世成长混合,2025-07-18,5.8088,7.4638,0.65,2.51,5.61,8.7,11.53,16.42,7.92,30.01,11.56,826.83,17.5751,0.15%
5800,5801,010064,圆信永丰兴研A,2025-07-18,1.2012,1.2012,0.84,2.05,7.03,6.15,7.34,16.42,7.23,4.65,6.94,20.12,16.8255,0.15%
5801,5802,006912,长城久泰沪深300指数C,2025-07-18,1.0027,1.9513,0.49,1.18,5.86,13.21,11.44,16.42,-0.53,-16.09,8.46,28.93,17.1789,0.00%
5802,5803,012712,建信沪深300红利ETF联接A,2025-07-18,1.2722,1.2722,0.61,-0.03,3.42,7.63,8.58,16.42,27.81,32.37,5.05,27.22,17.8727,0.15%
5803,5804,320014,诺安沪深300指数增强A,2025-07-18,1.6177,1.6568,0.7,0.94,4.46,7.72,6.5,16.41,11.57,4.62,3.47,65.68,16.4567,0.12%
5804,5805,006009,国融融银灵活配置混合A,2025-07-18,0.4044,0.4544,1.23,3.96,8.01,6.9,-7.82,16.41,-27.44,-55.21,-3.67,-57.69,12.1153,0.12%
5805,5806,006253,永赢消费主题C,2025-07-18,1.7788,1.7788,0.0,1.68,3.82,14.66,11.27,16.41,-18.92,-43.7,12.87,77.88,17.0417,0.00%
5806,5807,011473,工银战略转型股票C,2025-07-18,3.66,3.66,0.66,1.08,6.36,7.3,9.55,16.41,2.72,-4.84,7.52,13.84,18.2171,0.00%
5807,5808,017728,创金合信荣和积极养老目标五年持有期混合发起(FOF),2025-07-17,1.0938,1.0938,0.22,1.48,3.73,10.59,11.02,16.41,12.89,,8.47,9.38,,0.08%
5808,5809,000273,华润元大安鑫灵活配置混合A,2025-07-18,1.7536,2.4756,0.78,6.36,5.08,10.21,13.92,16.4,2.35,1.95,9.26,167.24,15.9098,0.12%
5809,5810,014002,浦银安盛全球智能科技(QDII)C,2025-07-18,2.1574,2.1574,-0.3,1.66,5.46,28.62,3.89,16.4,40.33,79.23,5.62,27.24,15.5853,0.00%
5810,5811,014795,富国远见优选混合C,2025-07-18,0.9498,0.9498,-0.27,2.02,1.23,4.05,10.66,16.4,2.04,-9.53,9.08,-5.02,15.5334,0.00%
5811,5812,015605,华安动力领航混合C,2025-07-18,0.9984,0.9984,-0.65,1.88,6.7,27.22,16.45,16.4,5.28,,16.39,-0.16,17.7636,0.00%
5812,5813,019833,华夏福泽养老目标2035三年持有混合发起式(FOF)Y,2025-07-16,0.9063,0.9063,0.03,0.44,2.03,8.25,6.74,16.4,,,7.32,3.71,,0.00%
5813,5814,018926,南方中证电池主题指数发起A,2025-07-18,1.0177,1.0177,0.37,1.32,8.13,15.23,5.57,16.4,,,4.47,1.77,15.8188,0.12%
5814,5815,519015,海富通精选贰号混合,2025-07-18,1.3598,1.6798,0.32,0.04,-0.98,1.86,-0.82,16.39,-1.64,-15.57,-1.56,125.33,17.4063,0.20%
5815,5816,006121,华安双核驱动混合A,2025-07-18,1.77,1.77,0.88,-0.63,4.62,14.11,3.23,16.39,10.07,1.68,3.55,77.0,16.4934,0.15%
5816,5817,013461,鹏扬成长先锋混合A,2025-07-18,0.6854,0.6854,0.84,0.16,2.68,-0.87,7.87,16.39,-1.18,-18.11,4.2,-31.46,17.1824,0.15%
5817,5818,160219,国泰国证医药卫生行业指数A,2025-07-18,0.5869,1.9719,0.88,3.07,7.22,12.41,14.83,16.38,-6.65,-19.73,10.03,58.81,15.1462,0.10%
5818,5819,002280,华富安享债券A,2025-07-18,1.1465,1.5565,0.18,0.37,3.97,8.71,7.3,16.38,5.24,0.18,8.57,56.9,17.0973,0.08%
5819,5820,006574,人保行业轮动混合C,2025-07-18,1.0471,1.0471,0.34,0.92,5.22,11.8,11.05,16.38,-20.34,-34.12,12.07,4.71,16.5906,0.00%
5820,5821,009783,富国兴泉回报12个月持有期混合C,2025-07-18,0.9157,0.9157,0.86,4.88,7.67,16.86,21.83,16.37,18.64,-1.69,19.29,-8.43,17.518,0.00%
5821,5822,014225,大成聚优成长混合C,2025-07-18,1.0733,1.0733,1.48,0.73,4.12,14.1,15.68,16.37,13.31,5.76,22.43,7.33,19.6944,0.00%
5822,5823,017091,景顺长城纳斯达克科技ETF联接(QDII)A人民币,2025-07-17,2.1517,2.1517,0.57,1.3,6.79,31.59,8.97,16.37,59.89,,10.48,115.17,,0.12%
5823,5824,110013,易方达科翔混合,2025-07-18,4.439,11.228,-1.05,2.95,7.46,15.42,12.75,16.36,0.07,-10.85,11.2,706.92,16.2346,0.15%
5824,5825,011507,建信高端装备股票C,2025-07-18,1.1401,1.1401,-0.05,2.82,6.13,8.1,2.14,16.36,-0.57,-10.19,4.54,14.01,15.711,0.00%
5825,5826,014237,东财新能源增强A,2025-07-18,0.4989,0.4989,0.36,0.44,8.5,13.96,4.77,16.35,-23.04,-52.71,1.61,-50.11,15.6199,0.15%
5826,5827,019243,汇丰晋信大盘股票C,2025-07-18,4.3107,4.3107,1.08,0.8,5.46,8.72,5.51,16.35,,,7.07,13.36,17.1545,0.00%
5827,5828,163803,中银持续增长混合A,2025-07-18,0.3054,4.1052,0.49,3.07,7.57,9.46,8.26,16.34,-7.34,-26.23,5.24,543.14,16.2543,0.15%
5828,5829,004342,南方沪深300ETF联接C,2025-07-18,1.4051,1.9231,0.68,1.27,5.43,8.65,7.41,16.34,8.8,0.26,4.29,44.59,16.4574,0.00%
5829,5830,002978,广发医药卫生联接C,2025-07-18,0.8314,0.8314,0.97,3.56,7.4,13.21,15.76,16.34,-5.85,-17.54,10.87,6.22,15.2322,0.00%
5830,5831,011271,汇添富价值成长均衡投资混合A,2025-07-18,0.5903,0.5903,0.7,3.15,4.22,10.94,13.13,16.34,3.63,-23.23,13.21,-40.97,17.7304,0.15%
5831,5832,013910,兴业兴睿两年持有混合A,2025-07-18,0.8645,0.8645,0.19,2.88,6.39,11.89,8.88,16.34,-1.22,-10.99,9.57,-13.55,16.431,0.15%
5832,5833,009011,华夏睿阳一年持有混合,2025-07-18,0.9876,0.9876,-0.28,2.46,6.02,14.32,11.86,16.34,-1.65,-14.77,10.33,-1.24,16.5998,0.15%
5833,5834,016388,汇安均衡成长混合A,2025-07-18,1.216,1.216,0.16,4.5,8.67,19.98,18.55,16.34,,,21.33,21.6,18.3225,0.15%
5834,5835,001551,天弘中证医药100C,2025-07-18,0.8098,0.8098,0.57,3.53,7.05,12.04,15.29,16.33,-2.49,-11.35,10.98,-19.02,15.389,0.00%
5835,5836,017771,华夏聚利债券C,2025-07-18,1.87,1.87,-0.02,0.65,3.84,5.72,6.88,16.33,5.12,,7.43,4.41,16.6708,0.00%
5836,5837,019172,摩根纳斯达克100指数(QDII)人民币A,2025-07-17,1.4608,1.4608,0.61,0.94,5.46,23.72,6.68,16.33,,,8.75,46.08,,0.12%
5837,5838,001113,南方大数据100A,2025-07-18,0.7974,0.7974,0.29,1.17,5.85,14.83,12.71,16.32,3.01,-27.33,10.95,-20.26,17.2647,0.12%
5838,5839,000778,鹏华先进制造股票,2025-07-18,3.179,3.179,0.54,2.91,5.09,7.04,6.53,16.32,12.77,8.35,5.16,217.9,16.6606,0.15%
5839,5840,004375,华泰保兴吉年丰混合发起C,2025-07-18,1.8105,1.9055,0.51,-0.08,5.67,15.07,2.69,16.32,-5.63,-24.91,2.47,96.82,14.0904,0.00%
5840,5841,009391,汇添富优质成长混合A,2025-07-18,0.8488,0.8488,0.59,3.03,4.12,10.49,12.13,16.32,2.88,-20.55,12.16,-15.12,17.4647,0.15%
5841,5842,014775,招商安本增利债券A,2025-07-18,1.7313,1.9181,0.14,0.6,3.73,8.45,7.42,16.32,15.38,18.03,7.64,16.6,16.1392,0.05%
5842,5843,013992,中欧港股通精选一年持有混合C,2025-07-18,0.7613,0.7613,1.68,3.47,5.78,16.78,16.58,16.32,11.58,-5.46,12.99,-23.87,18.031,0.00%
5843,5844,011477,工银总回报灵活配置混合C,2025-07-18,2.04,2.04,0.1,2.51,4.51,9.8,5.37,16.31,9.09,0.39,5.15,-13.27,16.6381,0.00%
5844,5845,011688,易方达龙头优选两年持有混合C,2025-07-18,0.877,0.877,0.99,2.57,4.09,4.47,8.9,16.31,-0.32,-0.95,6.43,-12.3,17.199,0.00%
5845,5846,019656,中欧沪深300指数增强E,2025-07-18,0.9856,0.9856,0.49,1.35,5.73,8.98,8.52,16.31,,,5.48,17.52,16.8049,0.00%
5846,5847,673083,西部利得祥运混合C,2025-07-18,0.752,0.752,0.21,0.49,1.68,3.72,8.84,16.3,-10.72,-23.82,8.4,-24.8,14.4248,0.00%
5847,5848,010072,方正富邦策略精选A,2025-07-18,0.9719,0.9719,0.41,1.06,2.73,7.05,8.76,16.3,6.86,-0.84,6.5,-2.81,16.9977,0.15%
5848,5849,010764,九泰锐升混合,2025-07-18,0.7521,0.7521,0.17,0.31,4.57,10.52,-0.17,16.3,-2.92,-25.98,2.22,-24.79,16.3161,0.15%
5849,5850,011912,华夏消费优选混合C,2025-07-18,0.5752,0.5752,0.05,1.46,2.15,6.99,4.96,16.3,-2.66,-17.43,3.75,-42.48,17.0295,0.00%
5850,5851,002718,红塔红土盛隆灵活配置C,2025-07-18,1.2941,1.6641,0.19,0.79,4.5,9.57,4.61,16.29,7.55,-10.31,3.83,67.43,16.6276,0.00%
5851,5852,009489,中邮价值精选混合C,2025-07-18,0.9396,0.9396,0.62,5.04,9.38,14.98,2.81,16.29,-3.89,-26.42,5.04,-6.04,17.6117,0.00%
5852,5853,012422,华夏优加生活混合C,2025-07-18,0.7376,0.7376,0.59,1.36,2.94,3.28,5.67,16.29,-7.42,-15.34,1.84,-26.24,17.0608,0.00%
5853,5854,016275,华泰保兴鑫成优选混合C,2025-07-18,0.8936,0.8936,0.69,0.52,3.7,6.74,7.27,16.29,-5.12,,4.55,-10.64,16.2633,0.00%
5854,5855,017579,汇添富添福欣享均衡养老目标三年持有混合发起(FOF),2025-07-16,1.1199,1.1199,-0.11,0.78,2.71,8.73,10.54,16.29,11.54,,9.59,11.99,,0.12%
5855,5856,004693,前海联合泳隽混合A,2025-07-18,1.4618,1.5418,0.97,1.78,5.3,5.5,4.83,16.28,-15.29,-15.96,1.46,53.2,16.3576,0.15%
5856,5857,011207,创金合信竞争优势混合C,2025-07-18,0.617,0.617,0.59,1.33,5.61,8.8,9.55,16.28,-14.17,-36.59,6.84,-38.3,17.7256,0.00%
5857,5858,016055,博时纳斯达克100ETF发起式联接(QDII)A人民币,2025-07-17,1.7573,1.7573,0.61,0.9,5.33,23.61,6.82,16.28,39.61,,8.92,75.73,,0.10%
5858,5859,019454,华泰柏瑞中韩半导体ETF发起式联接(QDII)A,2025-07-18,1.3741,1.3741,0.07,-0.47,3.79,11.64,7.84,16.28,,,14.84,37.42,17.5349,0.12%
5859,5860,531020,建信转债增强债券C,2025-07-18,3.051,3.051,0.23,0.83,2.94,6.05,5.32,16.27,4.92,-8.87,6.57,205.1,16.8518,0.00%
5860,5861,502048,易方达上证50指数(LOF)A,2025-07-18,1.1444,1.1641,0.86,0.63,4.65,5.8,8.83,16.27,14.98,4.36,5.08,19.25,16.6327,0.12%
5861,5862,167703,德邦量化优选股票(LOF)C,2025-07-18,1.1084,1.3184,0.6,0.68,4.39,8.78,10.09,16.27,-11.21,-13.7,7.75,26.78,16.7351,0.00%
5862,5863,006872,长信颐天养老三年持有混合(FOF)A,2025-07-16,1.0007,1.2807,-0.04,0.72,2.01,2.93,6.54,16.27,4.8,3.13,5.26,27.34,,0.15%
5863,5864,010369,大成卓享一年持有混合A,2025-07-18,1.0914,1.0914,0.29,0.17,2.46,3.01,4.9,16.27,6.81,6.29,4.28,9.14,16.0447,0.10%
5864,5865,019792,富安达长三角区域主题混合C,2025-07-18,0.9147,0.9147,-0.02,0.72,3.59,13.19,16.89,16.27,,,28.11,-0.33,16.8946,0.00%
